/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_48_540.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_48_540.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_48_540.jpg, 0, 0, 0, 7.858614E-05
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_48_646.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_48_646.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_48_646.jpg, 0, 0, 0, 7.793772E-05
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_48_762.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_48_762.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_48_762.jpg, 0, 0, 0, 7.889536E-05
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_48_876.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_48_876.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_48_876.jpg, 0, 0, 0, 7.780996E-05
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_48_993.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_48_993.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_48_993.jpg, 0, 0, 0, 7.833693E-05
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_49_110.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_49_110.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_49_110.jpg, 0, 0, 0, 7.797869E-05
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_49_228.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_49_228.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_49_228.jpg, 0, 0, 0, 7.784856E-05
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_49_349.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_49_349.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_49_349.jpg, 0, 0, 0, 7.888563E-05
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_49_449.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_49_449.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_49_449.jpg, 0, 0, 0, 8.001504E-05
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_49_567.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_49_567.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_49_567.jpg, 0, 0, 0, 7.808849E-05
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_49_683.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_49_683.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_49_683.jpg, 0, 0, 0, 7.808995E-05
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_49_802.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_49_802.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_49_802.jpg, 0, 0, 0, 7.802635E-05
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_49_925.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_49_925.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_49_925.jpg, 0, 0.336624, 0, 0.284461
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_50_044.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_50_044.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_50_044.jpg, -0.1326989, 0.695034, 0, 1.054764
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_50_163.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_50_163.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_50_163.jpg, -0.4876198, 1, 0, 2.219274
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_50_253.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_50_253.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_50_253.jpg, -0.5190629, 1, 0, 3.340239
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_50_372.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_50_372.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_50_372.jpg, -0.1619818, 1, 0, 4.749571
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_50_491.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_50_491.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_50_491.jpg, 0, 1, 0, 6.133276
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_50_616.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_50_616.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_50_616.jpg, 0, 1, 0, 7.505975
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_50_725.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_50_725.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_50_725.jpg, 0, 1, 0, 8.637727
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_50_826.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_50_826.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_50_826.jpg, 0, 1, 0, 9.758447
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_50_945.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_50_945.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_50_945.jpg, -0.2581619, 1, 0, 11.06892
/Users/bjnortier/development/UdemySelfDriving/section-14/IMG/center_2021_02_04_16_46_51_064.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/left_2021_02_04_16_46_51_064.jpg, /Users/bjnortier/development/UdemySelfDriving/section-14/IMG/right_2021_02_04_16_46_51_064.jpg, -0.4763156, 1, 0, 12.41559
